STUDENT,AIRPLANE,INSTUCTOR,TAKEOFF,LANDING,FILED,AREA
S01073,426JQ,I072,2018-04-08T14:00:00-04:00,2018-04-08T16:00:00-04:00,VFR,Pattern
S01079,811AX,I080,2018-04-08T14:00:00-04:00,2018-04-08T16:00:00-04:00,VFR,Pattern
S01111,133CZ,I057,2018-04-08T14:00:00-04:00,2018-04-08T16:00:00-04:00,VFR,Pattern
S00811,133CZ,I057,2018-04-08T16:00:00-04:00,2018-04-08T18:00:00-04:00,VFR,Pattern
S01027,426JQ,I080,2018-04-08T16:00:00-04:00,2018-04-08T18:00:00-04:00,VFR,Pattern
S01277,811AX,I077,2018-04-08T09:00:00-04:00,2018-04-08T11:00:00-04:00,VFR,Pattern
S01006,811AX,I010,2018-04-08T16:00:00-04:00,2018-04-08T18:00:00-04:00,VFR,Pattern
S01177,157ZA,I061,2018-04-08T11:00:00-04:00,2018-04-08T13:00:00-04:00,VFR,Pattern
S01352,548QR,I057,2018-04-08T11:00:00-04:00,2018-04-08T13:00:00-04:00,VFR,Pattern
S01374,157ZA,I061,2018-04-08T14:00:00-04:00,2018-04-08T16:00:00-04:00,VFR,Pattern
S00985,684TM,I053,2018-04-08T14:00:00-04:00,2018-04-08T17:00:00-04:00,VFR,Practice Area
S00908,548QR,I097,2018-04-08T09:00:00-04:00,2018-04-08T11:00:00-04:00,VFR,Pattern
S01213,684TM,I097,2018-04-08T11:00:00-04:00,2018-04-08T13:00:00-04:00,VFR,Pattern
S01034,548QR,I097,2018-04-08T14:00:00-04:00,2018-04-08T16:00:00-04:00,VFR,Pattern
S01303,157ZA,I010,2018-04-08T09:00:00-04:00,2018-04-08T11:00:00-04:00,VFR,Pattern
S00943,157ZA,I003,2018-04-08T16:00:00-04:00,2018-04-08T18:00:00-04:00,VFR,Pattern
S01261,811AX,I080,2018-04-09T16:00:00-04:00,2018-04-09T18:00:00-04:00,VFR,Pattern
S01400,426JQ,I072,2018-04-09T09:00:00-04:00,2018-04-09T11:00:00-04:00,VFR,Pattern
S01287,426JQ,I032,2018-04-09T16:00:00-04:00,2018-04-09T18:00:00-04:00,VFR,Pattern
S01136,157ZA,I010,2018-04-09T16:00:00-04:00,2018-04-09T18:00:00-04:00,IFR,Pattern
S01308,811AX,I053,2018-04-09T13:00:00-04:00,2018-04-09T15:00:00-04:00,VFR,Pattern
S00980,684TM,I097,2018-04-09T13:00:00-04:00,2018-04-09T15:00:00-04:00,IFR,Pattern
S00549,684TM,,2018-04-09T16:00:00-04:00,2018-04-09T18:00:00-04:00,IFR,Pattern
S01258,811AX,I010,2018-04-09T08:00:00-04:00,2018-04-09T10:00:00-04:00,VFR,Pattern
S00564,548QR,,2018-04-09T16:00:00-04:00,2018-04-09T18:00:00-04:00,IFR,Practice Area
S01261,426JQ,I076,2018-04-10T09:00:00-04:00,2018-04-10T11:00:00-04:00,VFR,Practice Area
S01400,811AX,I053,2018-04-10T09:00:00-04:00,2018-04-10T12:00:00-04:00,VFR,Practice Area
S01287,426JQ,I076,2018-04-10T11:00:00-04:00,2018-04-10T13:00:00-04:00,VFR,Pattern
S01300,811AX,I061,2018-04-10T12:00:00-04:00,2018-04-10T14:00:00-04:00,VFR,Pattern
S01328,426JQ,I076,2018-04-10T13:00:00-04:00,2018-04-10T15:00:00-04:00,VFR,Pattern
S01344,811AX,I053,2018-04-10T14:00:00-04:00,2018-04-10T16:00:00-04:00,VFR,Pattern
S01136,684TM,I097,2018-04-10T09:00:00-04:00,2018-04-10T11:00:00-04:00,IFR,Pattern
S01331,426JQ,I080,2018-04-10T15:00:00-04:00,2018-04-10T18:00:00-04:00,VFR,Practice Area
S01324,811AX,I060,2018-04-10T16:00:00-04:00,2018-04-10T18:00:00-04:00,VFR,Practice Area
S01152,157ZA,I061,2018-04-10T09:00:00-04:00,2018-04-10T11:00:00-04:00,VFR,Pattern
S00980,684TM,I097,2018-04-10T11:00:00-04:00,2018-04-10T13:00:00-04:00,IFR,Pattern
S01064,684TM,I097,2018-04-10T13:00:00-04:00,2018-04-10T15:00:00-04:00,IFR,Pattern
S01391,157ZA,I061,2018-04-10T14:00:00-04:00,2018-04-10T17:00:00-04:00,VFR,Cross Country
S01176,217PQ,I032,2018-04-10T14:00:00-04:00,2018-04-10T17:00:00-04:00,VFR,Practice Area
S01339,157ZA,I053,2018-04-10T12:00:00-04:00,2018-04-10T14:00:00-04:00,VFR,Pattern
S01158,217PQ,I010,2018-04-10T09:00:00-04:00,2018-04-10T12:00:00-04:00,IFR,Practice Area
S00549,684TM,,2018-04-10T15:00:00-04:00,2018-04-10T18:00:00-04:00,IFR,Practice Area
S01399,217PQ,I010,2018-04-10T12:00:00-04:00,2018-04-10T14:00:00-04:00,VFR,Pattern
S00847,157ZA,I060,2018-04-10T18:00:00-04:00,2018-04-10T20:00:00-04:00,IFR,Pattern
S01270,254SE,I061,2018-04-11T09:00:00-04:00,2018-04-11T11:00:00-04:00,VFR,Pattern
S01300,426JQ,I053,2018-04-11T09:00:00-04:00,2018-04-11T11:00:00-04:00,VFR,Practice Area
S01328,811AX,I076,2018-04-11T09:00:00-04:00,2018-04-11T13:00:00-04:00,VFR,Cross Country
S01344,426JQ,I061,2018-04-11T11:00:00-04:00,2018-04-11T13:00:00-04:00,VFR,Pattern
S01331,426JQ,I061,2018-04-11T13:00:00-04:00,2018-04-11T15:00:00-04:00,VFR,Pattern
S01324,811AX,I053,2018-04-11T13:00:00-04:00,2018-04-11T15:00:00-04:00,VFR,Pattern
S01308,426JQ,I076,2018-04-11T15:00:00-04:00,2018-04-11T17:00:00-04:00,VFR,Pattern
S01315,811AX,I057,2018-04-11T15:00:00-04:00,2018-04-11T17:00:00-04:00,VFR,Pattern
S01064,217PQ,I077,2018-04-11T09:00:00-04:00,2018-04-11T11:00:00-04:00,IFR,Pattern
S01391,684TM,I077,2018-04-11T11:00:00-04:00,2018-04-11T14:00:00-04:00,VFR,Practice Area
S01339,217PQ,I053,2018-04-11T11:00:00-04:00,2018-04-11T13:00:00-04:00,VFR,Pattern
S01158,217PQ,I077,2018-04-11T14:00:00-04:00,2018-04-11T16:00:00-04:00,IFR,Pattern
S00549,217PQ,I060,2018-04-11T18:00:00-04:00,2018-04-11T20:00:00-04:00,IFR,Pattern
S01399,254SE,I076,2018-04-11T13:00:00-04:00,2018-04-11T15:00:00-04:00,VFR,Pattern
S01376,157ZA,I061,2018-04-11T15:00:00-04:00,2018-04-11T17:00:00-04:00,VFR,Pattern
S01334,684TM,I053,2018-04-11T15:00:00-04:00,2018-04-11T17:00:00-04:00,VFR,Pattern
S01290,254SE,I060,2018-04-11T15:00:00-04:00,2018-04-11T17:00:00-04:00,VFR,Pattern
S01051,217PQ,I032,2018-04-11T16:00:00-04:00,2018-04-11T18:00:00-04:00,IFR,Pattern
S01397,157ZA,I003,2018-04-11T08:00:00-04:00,2018-04-11T11:00:00-04:00,VFR,Practice Area
S00847,684TM,I032,2018-04-11T18:00:00-04:00,2018-04-11T20:00:00-04:00,IFR,Pattern
S00564,684TM,,2018-04-11T08:00:00-04:00,2018-04-11T10:00:00-04:00,IFR,Pattern
S01270,217PQ,I072,2018-04-12T09:00:00-04:00,2018-04-12T11:00:00-04:00,VFR,Pattern
S01300,811AX,I076,2018-04-12T09:00:00-04:00,2018-04-12T11:00:00-04:00,VFR,Pattern
S01308,426JQ,I072,2018-04-12T11:00:00-04:00,2018-04-12T13:00:00-04:00,VFR,Pattern
S01315,811AX,I076,2018-04-12T11:00:00-04:00,2018-04-12T13:00:00-04:00,VFR,Pattern
S01259,811AX,I076,2018-04-12T13:00:00-04:00,2018-04-12T15:00:00-04:00,VFR,Pattern
S01311,426JQ,I072,2018-04-12T13:00:00-04:00,2018-04-12T15:00:00-04:00,VFR,Pattern
S01272,426JQ,I057,2018-04-12T15:00:00-04:00,2018-04-12T18:00:00-04:00,VFR,Cross Country
S01279,811AX,I076,2018-04-12T15:00:00-04:00,2018-04-12T17:00:00-04:00,VFR,Pattern
S01306,426JQ,I077,2018-04-12T09:00:00-04:00,2018-04-12T11:00:00-04:00,VFR,Pattern
S01399,548QR,I072,2018-04-12T15:00:00-04:00,2018-04-12T17:00:00-04:00,VFR,Pattern
S01376,254SE,I077,2018-04-12T11:00:00-04:00,2018-04-12T13:00:00-04:00,VFR,Pattern
S01334,684TM,I077,2018-04-12T13:00:00-04:00,2018-04-12T15:00:00-04:00,VFR,Pattern
S01290,254SE,I032,2018-04-12T14:00:00-04:00,2018-04-12T16:00:00-04:00,VFR,Pattern
S01051,217PQ,I060,2018-04-12T14:00:00-04:00,2018-04-12T16:00:00-04:00,IFR,Pattern
S01397,684TM,I077,2018-04-12T15:00:00-04:00,2018-04-12T17:00:00-04:00,VFR,Pattern
S01256,548QR,I003,2018-04-12T08:00:00-04:00,2018-04-12T12:00:00-04:00,VFR,Cross Country
S01191,738GG,I072,2018-04-13T10:00:00-04:00,2018-04-13T12:00:00-04:00,VFR,Practice Area
S01315,426JQ,I076,2018-04-13T09:00:00-04:00,2018-04-13T11:00:00-04:00,VFR,Pattern
S01361,738GG,I076,2018-04-13T13:00:00-04:00,2018-04-13T15:00:00-04:00,VFR,Practice Area
S01379,738GG,I072,2018-04-13T15:00:00-04:00,2018-04-13T17:00:00-04:00,VFR,Pattern
S01259,426JQ,I072,2018-04-13T13:00:00-04:00,2018-04-13T15:00:00-04:00,VFR,Pattern
S01311,811AX,I076,2018-04-13T15:00:00-04:00,2018-04-13T17:00:00-04:00,VFR,Pattern
S01272,426JQ,I080,2018-04-13T15:00:00-04:00,2018-04-13T18:00:00-04:00,VFR,Practice Area
S01279,811AX,I077,2018-04-13T09:00:00-04:00,2018-04-13T11:00:00-04:00,VFR,Pattern
S01260,811AX,I077,2018-04-13T13:00:00-04:00,2018-04-13T15:00:00-04:00,VFR,Pattern
S01376,684TM,I057,2018-04-13T15:00:00-04:00,2018-04-13T17:00:00-04:00,VFR,Pattern
S01262,426JQ,I057,2018-04-14T16:00:00-04:00,2018-04-14T18:00:00-04:00,VFR,Pattern
S01011,811AX,I080,2018-04-14T16:00:00-04:00,2018-04-14T18:00:00-04:00,VFR,Pattern
S01177,684TM,I080,2018-04-14T12:00:00-04:00,2018-04-14T14:00:00-04:00,VFR,Pattern
S01381,217PQ,I060,2018-04-14T16:00:00-04:00,2018-04-14T18:00:00-04:00,VFR,Pattern
S01168,426JQ,I061,2018-04-14T10:00:00-04:00,2018-04-14T12:00:00-04:00,VFR,Pattern
S01374,684TM,I003,2018-04-14T16:00:00-04:00,2018-04-14T18:00:00-04:00,VFR,Pattern
S01303,548QR,I053,2018-04-14T15:00:00-04:00,2018-04-14T17:00:00-04:00,VFR,Pattern
S01270,684TM,I061,2018-04-16T09:00:00-04:00,2018-04-16T11:00:00-04:00,VFR,Pattern
S01361,738GG,I076,2018-04-16T09:00:00-04:00,2018-04-16T11:00:00-04:00,VFR,Pattern
S01379,738GG,I072,2018-04-16T11:00:00-04:00,2018-04-16T13:00:00-04:00,VFR,Pattern
S01311,811AX,I053,2018-04-16T09:00:00-04:00,2018-04-16T11:00:00-04:00,VFR,Pattern
S01272,426JQ,I072,2018-04-16T09:00:00-04:00,2018-04-16T11:00:00-04:00,VFR,Pattern
S01306,426JQ,I076,2018-04-16T11:00:00-04:00,2018-04-16T13:00:00-04:00,VFR,Pattern
S01176,548QR,I061,2018-04-16T11:00:00-04:00,2018-04-16T13:00:00-04:00,VFR,Pattern
S01424,811AX,I053,2018-04-16T11:00:00-04:00,2018-04-16T13:00:00-04:00,VFR,Pattern
S01158,217PQ,I097,2018-04-16T09:00:00-04:00,2018-04-16T11:00:00-04:00,IFR,Pattern
S01339,217PQ,I097,2018-04-16T11:00:00-04:00,2018-04-16T13:00:00-04:00,VFR,Pattern
S01064,254SE,I097,2018-04-16T13:00:00-04:00,2018-04-16T15:00:00-04:00,IFR,Pattern
S00549,254SE,,2018-04-16T11:00:00-04:00,2018-04-16T13:00:00-04:00,IFR,Pattern
S00564,684TM,,2018-04-16T11:00:00-04:00,2018-04-16T13:00:00-04:00,IFR,Pattern
S01051,217PQ,I032,2018-04-16T14:00:00-04:00,2018-04-16T16:00:00-04:00,IFR,Pattern
S01376,157ZA,I010,2018-04-16T10:00:00-04:00,2018-04-16T12:00:00-04:00,VFR,Practice Area
S01334,548QR,I010,2018-04-16T08:00:00-04:00,2018-04-16T10:00:00-04:00,VFR,Pattern
S01136,548QR,I097,2018-04-16T15:00:00-04:00,2018-04-16T17:00:00-04:00,IFR,Pattern
S01399,254SE,I096,2018-04-16T09:00:00-04:00,2018-04-16T11:00:00-04:00,VFR,Pattern
S00980,157ZA,I010,2018-04-16T12:00:00-04:00,2018-04-16T15:00:00-04:00,IFR,Practice Area
S01379,738GG,I076,2018-04-17T12:00:00-04:00,2018-04-17T14:00:00-04:00,VFR,Pattern
S01311,811AX,I053,2018-04-17T12:00:00-04:00,2018-04-17T14:00:00-04:00,VFR,Practice Area
S01272,811AX,I076,2018-04-17T14:00:00-04:00,2018-04-17T16:00:00-04:00,VFR,Pattern
S01203,254SE,I061,2018-04-17T12:00:00-04:00,2018-04-17T14:00:00-04:00,VFR,Pattern
S01424,811AX,I010,2018-04-17T08:00:00-04:00,2018-04-17T10:00:00-04:00,VFR,Pattern
S01158,157ZA,I097,2018-04-17T09:00:00-04:00,2018-04-17T11:00:00-04:00,IFR,Pattern
S01290,217PQ,I097,2018-04-17T12:00:00-04:00,2018-04-17T14:00:00-04:00,VFR,Pattern
S01339,548QR,I096,2018-04-17T12:00:00-04:00,2018-04-17T14:00:00-04:00,VFR,Pattern
S01064,217PQ,I097,2018-04-17T14:00:00-04:00,2018-04-17T16:00:00-04:00,IFR,Pattern
S00564,157ZA,,2018-04-17T12:00:00-04:00,2018-04-17T14:00:00-04:00,IFR,Pattern
S01376,254SE,I053,2018-04-17T14:00:00-04:00,2018-04-17T16:00:00-04:00,VFR,Pattern
S01334,684TM,I010,2018-04-17T12:00:00-04:00,2018-04-17T14:00:00-04:00,VFR,Pattern
S00847,217PQ,,2018-04-17T08:00:00-04:00,2018-04-17T11:00:00-04:00,IFR,Practice Area
S00980,548QR,I060,2018-04-17T14:00:00-04:00,2018-04-17T16:00:00-04:00,IFR,Pattern
S01270,254SE,I076,2018-04-18T09:00:00-04:00,2018-04-18T11:00:00-04:00,VFR,Practice Area
S01361,738GG,I061,2018-04-18T09:00:00-04:00,2018-04-18T11:00:00-04:00,VFR,Pattern
S01379,738GG,I053,2018-04-18T11:00:00-04:00,2018-04-18T14:00:00-04:00,VFR,Practice Area
S01311,811AX,I053,2018-04-18T09:00:00-04:00,2018-04-18T11:00:00-04:00,VFR,Pattern
S01272,811AX,I076,2018-04-18T11:00:00-04:00,2018-04-18T13:00:00-04:00,VFR,Pattern
S01260,811AX,I061,2018-04-18T13:00:00-04:00,2018-04-18T15:00:00-04:00,VFR,Pattern
S01306,811AX,I061,2018-04-18T15:00:00-04:00,2018-04-18T17:00:00-04:00,VFR,Practice Area
S01203,217PQ,I076,2018-04-18T13:00:00-04:00,2018-04-18T16:00:00-04:00,VFR,Practice Area
S01290,548QR,I061,2018-04-18T11:00:00-04:00,2018-04-18T13:00:00-04:00,VFR,Pattern
S00549,548QR,I032,2018-04-18T18:00:00-04:00,2018-04-18T20:00:00-04:00,IFR,Practice Area
S01051,157ZA,,2018-04-18T09:00:00-04:00,2018-04-18T11:00:00-04:00,IFR,Practice Area
S01376,157ZA,I053,2018-04-18T14:00:00-04:00,2018-04-18T16:00:00-04:00,VFR,Pattern
S00847,684TM,,2018-04-18T08:00:00-04:00,2018-04-18T11:00:00-04:00,IFR,Practice Area
S01136,548QR,I077,2018-04-18T09:00:00-04:00,2018-04-18T11:00:00-04:00,IFR,Pattern
S01391,548QR,I057,2018-04-18T15:00:00-04:00,2018-04-18T17:00:00-04:00,VFR,Pattern
S01399,157ZA,I077,2018-04-18T11:00:00-04:00,2018-04-18T13:00:00-04:00,VFR,Practice Area
S01191,738GG,I072,2018-04-19T15:00:00-04:00,2018-04-19T17:00:00-04:00,VFR,Pattern
S01260,133CZ,I076,2018-04-19T15:00:00-04:00,2018-04-19T17:00:00-04:00,VFR,Pattern
S01424,811AX,I057,2018-04-19T15:00:00-04:00,2018-04-19T17:00:00-04:00,VFR,Practice Area
S00549,684TM,I077,2018-04-19T11:00:00-04:00,2018-04-19T13:00:00-04:00,IFR,Pattern
S01391,254SE,I077,2018-04-19T15:00:00-04:00,2018-04-19T17:00:00-04:00,VFR,Pattern
S01397,548QR,I060,2018-04-19T15:00:00-04:00,2018-04-19T17:00:00-04:00,VFR,Pattern
S01361,738GG,I072,2018-04-20T09:00:00-04:00,2018-04-20T11:00:00-04:00,VFR,Pattern
S01176,217PQ,I076,2018-04-20T09:00:00-04:00,2018-04-20T11:00:00-04:00,VFR,Practice Area
S01385,426JQ,I076,2018-04-20T11:00:00-04:00,2018-04-20T13:00:00-04:00,VFR,Pattern
S01427,811AX,I072,2018-04-20T11:00:00-04:00,2018-04-20T13:00:00-04:00,VFR,Pattern
S01359,811AX,I072,2018-04-20T13:00:00-04:00,2018-04-20T15:00:00-04:00,VFR,Pattern
S01406,133CZ,I076,2018-04-20T13:00:00-04:00,2018-04-20T16:00:00-04:00,VFR,Practice Area
S01258,811AX,I057,2018-04-20T15:00:00-04:00,2018-04-20T17:00:00-04:00,VFR,Pattern
S01284,426JQ,I072,2018-04-20T15:00:00-04:00,2018-04-20T17:00:00-04:00,VFR,Pattern
S01415,133CZ,I080,2018-04-20T16:00:00-04:00,2018-04-20T18:00:00-04:00,VFR,Pattern
S01294,426JQ,I097,2018-04-20T09:00:00-04:00,2018-04-20T11:00:00-04:00,VFR,Pattern
S01287,811AX,I077,2018-04-20T09:00:00-04:00,2018-04-20T11:00:00-04:00,VFR,Practice Area
S01344,133CZ,I077,2018-04-20T11:00:00-04:00,2018-04-20T13:00:00-04:00,VFR,Pattern
S01400,426JQ,I077,2018-04-20T13:00:00-04:00,2018-04-20T15:00:00-04:00,VFR,Practice Area
S01315,133CZ,I010,2018-04-20T08:00:00-04:00,2018-04-20T10:00:00-04:00,VFR,Pattern
S01399,684TM,I097,2018-04-20T11:00:00-04:00,2018-04-20T13:00:00-04:00,VFR,Pattern
S01397,254SE,I097,2018-04-20T13:00:00-04:00,2018-04-20T15:00:00-04:00,VFR,Pattern
S01270,254SE,I061,2018-04-21T09:00:00-04:00,2018-04-21T12:00:00-04:00,VFR,Practice Area
S00905,738GG,I072,2018-04-21T09:00:00-04:00,2018-04-21T11:00:00-04:00,VFR,Practice Area
S00816,217PQ,I053,2018-04-21T09:00:00-04:00,2018-04-21T11:00:00-04:00,VFR,Pattern
S01348,426JQ,I072,2018-04-21T11:00:00-04:00,2018-04-21T13:00:00-04:00,VFR,Pattern
S01199,133CZ,I080,2018-04-21T11:00:00-04:00,2018-04-21T13:00:00-04:00,VFR,Pattern
S00956,811AX,I053,2018-04-21T11:00:00-04:00,2018-04-21T13:00:00-04:00,VFR,Pattern
S00963,426JQ,I072,2018-04-21T13:00:00-04:00,2018-04-21T15:00:00-04:00,VFR,Practice Area
S00833,133CZ,I061,2018-04-21T13:00:00-04:00,2018-04-21T15:00:00-04:00,VFR,Pattern
S01275,811AX,I057,2018-04-21T13:00:00-04:00,2018-04-21T15:00:00-04:00,VFR,Pattern
S01320,811AX,I053,2018-04-21T15:00:00-04:00,2018-04-21T17:00:00-04:00,VFR,Pattern
S00877,133CZ,I080,2018-04-21T15:00:00-04:00,2018-04-21T17:00:00-04:00,VFR,Pattern
S01198,426JQ,I072,2018-04-21T15:00:00-04:00,2018-04-21T17:00:00-04:00,VFR,Pattern
S01175,738GG,I057,2018-04-21T11:00:00-04:00,2018-04-21T13:00:00-04:00,VFR,Pattern
S00818,811AX,I097,2018-04-21T09:00:00-04:00,2018-04-21T11:00:00-04:00,VFR,Pattern
S01281,426JQ,I077,2018-04-21T09:00:00-04:00,2018-04-21T11:00:00-04:00,VFR,Pattern
S01063,548QR,I080,2018-04-21T13:00:00-04:00,2018-04-21T15:00:00-04:00,VFR,Pattern
S01107,133CZ,I096,2018-04-21T09:00:00-04:00,2018-04-21T11:00:00-04:00,VFR,Pattern
S01196,738GG,I053,2018-04-21T13:00:00-04:00,2018-04-21T15:00:00-04:00,VFR,Pattern
S01367,217PQ,I057,2018-04-21T15:00:00-04:00,2018-04-21T18:00:00-04:00,VFR,Practice Area
S01356,548QR,I061,2018-04-21T15:00:00-04:00,2018-04-21T17:00:00-04:00,VFR,Practice Area
S01213,684TM,I097,2018-04-21T11:00:00-04:00,2018-04-21T13:00:00-04:00,VFR,Pattern
S00682,217PQ,I077,2018-04-21T11:00:00-04:00,2018-04-21T14:00:00-04:00,VFR,Practice Area
S01360,157ZA,I097,2018-04-21T13:00:00-04:00,2018-04-21T15:00:00-04:00,VFR,Pattern
S00891,738GG,I097,2018-04-21T15:00:00-04:00,2018-04-21T17:00:00-04:00,VFR,Practice Area
S01312,684TM,I060,2018-04-21T14:00:00-04:00,2018-04-21T17:00:00-04:00,VFR,Cross Country
S00584,254SE,I077,2018-04-21T14:00:00-04:00,2018-04-21T16:00:00-04:00,VFR,Pattern
S00887,157ZA,I010,2018-04-21T09:00:00-04:00,2018-04-21T11:00:00-04:00,VFR,Pattern
S01316,548QR,I003,2018-04-21T09:00:00-04:00,2018-04-21T11:00:00-04:00,VFR,Pattern
S01352,157ZA,I010,2018-04-21T11:00:00-04:00,2018-04-21T13:00:00-04:00,VFR,Pattern
S01184,548QR,I096,2018-04-21T11:00:00-04:00,2018-04-21T13:00:00-04:00,VFR,Pattern
S00725,254SE,I003,2018-04-21T12:00:00-04:00,2018-04-21T14:00:00-04:00,VFR,Practice Area
S01374,157ZA,I010,2018-04-21T15:00:00-04:00,2018-04-21T18:00:00-04:00,VFR,Practice Area
S01410,254SE,I003,2018-04-21T16:00:00-04:00,2018-04-21T18:00:00-04:00,VFR,Pattern
S00841,254SE,I053,2018-04-22T10:00:00-04:00,2018-04-22T12:00:00-04:00,VFR,Pattern
S01031,738GG,I097,2018-04-22T10:00:00-04:00,2018-04-22T12:00:00-04:00,IFR,Practice Area
S00753,157ZA,I061,2018-04-22T10:00:00-04:00,2018-04-22T12:00:00-04:00,VFR,Pattern
S00868,217PQ,I072,2018-04-22T10:00:00-04:00,2018-04-22T12:00:00-04:00,VFR,Pattern
S00836,684TM,I057,2018-04-22T11:00:00-04:00,2018-04-22T13:00:00-04:00,VFR,Pattern
S00966,426JQ,I080,2018-04-22T11:00:00-04:00,2018-04-22T13:00:00-04:00,VFR,Practice Area
S01289,133CZ,I072,2018-04-22T12:00:00-04:00,2018-04-22T14:00:00-04:00,VFR,Pattern
S01402,811AX,I061,2018-04-22T12:00:00-04:00,2018-04-22T14:00:00-04:00,VFR,Pattern
S01387,426JQ,I057,2018-04-22T13:00:00-04:00,2018-04-22T15:00:00-04:00,VFR,Practice Area
S00772,133CZ,I080,2018-04-22T14:00:00-04:00,2018-04-22T16:00:00-04:00,VFR,Pattern
S01377,811AX,I053,2018-04-22T14:00:00-04:00,2018-04-22T16:00:00-04:00,VFR,Pattern
S00985,684TM,I061,2018-04-22T14:00:00-04:00,2018-04-22T17:00:00-04:00,VFR,Practice Area
S01121,426JQ,I072,2018-04-22T15:00:00-04:00,2018-04-22T17:00:00-04:00,VFR,Pattern
S01411,133CZ,I080,2018-04-22T16:00:00-04:00,2018-04-22T18:00:00-04:00,VFR,Practice Area
S01342,133CZ,I077,2018-04-22T10:00:00-04:00,2018-04-22T12:00:00-04:00,VFR,Pattern
S01191,738GG,I057,2018-04-22T15:00:00-04:00,2018-04-22T18:00:00-04:00,VFR,Practice Area
S01277,426JQ,I003,2018-04-22T09:00:00-04:00,2018-04-22T11:00:00-04:00,VFR,Practice Area
S00814,254SE,I053,2018-04-22T12:00:00-04:00,2018-04-22T14:00:00-04:00,VFR,Practice Area
S00762,548QR,I077,2018-04-22T12:00:00-04:00,2018-04-22T14:00:00-04:00,VFR,Pattern
S00829,157ZA,I097,2018-04-22T12:00:00-04:00,2018-04-22T15:00:00-04:00,VFR,Practice Area
S00663,254SE,I077,2018-04-22T14:00:00-04:00,2018-04-22T16:00:00-04:00,VFR,Practice Area
S01201,738GG,I010,2018-04-22T12:00:00-04:00,2018-04-22T14:00:00-04:00,VFR,Pattern
S00967,217PQ,I003,2018-04-22T12:00:00-04:00,2018-04-22T15:00:00-04:00,VFR,Practice Area
S00908,548QR,I097,2018-04-22T15:00:00-04:00,2018-04-22T17:00:00-04:00,VFR,Practice Area
S01177,548QR,I096,2018-04-22T10:00:00-04:00,2018-04-22T12:00:00-04:00,VFR,Pattern
S00729,157ZA,I010,2018-04-22T15:00:00-04:00,2018-04-22T17:00:00-04:00,VFR,Pattern
S01172,217PQ,I096,2018-04-22T15:00:00-04:00,2018-04-22T17:00:00-04:00,VFR,Pattern
S01344,385AT,I010,2018-04-22T10:00:00-04:00,2018-04-22T12:00:00-04:00,VFR,Practice Area
S01303,254SE,I003,2018-04-22T16:00:00-04:00,2018-04-22T18:00:00-04:00,VFR,Practice Area
S01385,426JQ,I072,2018-04-23T09:00:00-04:00,2018-04-23T12:00:00-04:00,VFR,Practice Area
S01427,133CZ,I053,2018-04-23T09:00:00-04:00,2018-04-23T11:00:00-04:00,VFR,Practice Area
S01359,133CZ,I053,2018-04-23T11:00:00-04:00,2018-04-23T14:00:00-04:00,VFR,Practice Area
S01406,426JQ,I061,2018-04-23T12:00:00-04:00,2018-04-23T14:00:00-04:00,VFR,Pattern
S01161,738GG,I076,2018-04-23T09:00:00-04:00,2018-04-23T11:00:00-04:00,VFR,Practice Area
S01258,133CZ,I061,2018-04-23T14:00:00-04:00,2018-04-23T16:00:00-04:00,VFR,Pattern
S01284,426JQ,I053,2018-04-23T14:00:00-04:00,2018-04-23T16:00:00-04:00,VFR,Practice Area
S01415,426JQ,I032,2018-04-23T16:00:00-04:00,2018-04-23T18:00:00-04:00,IFR,Pattern
S01300,133CZ,I080,2018-04-23T16:00:00-04:00,2018-04-23T18:00:00-04:00,VFR,Pattern
S01361,738GG,I076,2018-04-23T11:00:00-04:00,2018-04-23T13:00:00-04:00,VFR,Pattern
S01391,254SE,I061,2018-04-23T09:00:00-04:00,2018-04-23T12:00:00-04:00,VFR,Practice Area
S01397,548QR,I072,2018-04-23T12:00:00-04:00,2018-04-23T14:00:00-04:00,VFR,Pattern
S01379,738GG,I076,2018-04-23T13:00:00-04:00,2018-04-23T15:00:00-04:00,VFR,Pattern
S01339,157ZA,I072,2018-04-23T14:00:00-04:00,2018-04-23T17:00:00-04:00,VFR,Cross Country
S01064,217PQ,I097,2018-04-23T09:00:00-04:00,2018-04-23T11:00:00-04:00,IFR,Pattern
S00847,548QR,,2018-04-23T08:00:00-04:00,2018-04-23T10:00:00-04:00,IFR,Pattern
S01136,157ZA,I097,2018-04-23T11:00:00-04:00,2018-04-23T14:00:00-04:00,IFR,Practice Area
S01158,217PQ,I097,2018-04-23T14:00:00-04:00,2018-04-23T16:00:00-04:00,IFR,Pattern
S01399,254SE,I076,2018-04-23T15:00:00-04:00,2018-04-23T17:00:00-04:00,VFR,Pattern
S01376,548QR,I032,2018-04-23T14:00:00-04:00,2018-04-23T16:00:00-04:00,VFR,Pattern
S01334,157ZA,I010,2018-04-23T08:00:00-04:00,2018-04-23T10:00:00-04:00,VFR,Pattern
S01290,217PQ,I096,2018-04-23T11:00:00-04:00,2018-04-23T14:00:00-04:00,VFR,Practice Area
S01051,548QR,,2018-04-23T10:00:00-04:00,2018-04-23T12:00:00-04:00,IFR,Practice Area
S00564,254SE,I010,2018-04-23T12:00:00-04:00,2018-04-23T14:00:00-04:00,IFR,Pattern
