STUDENT,AIRPLANE,INSTUCTOR,TAKEOFF,LANDING,FILED,AREA
S02081,133CZ,I032,2019-03-08T13:00:00-05:00,2019-03-08T15:00:00-05:00,VFR,Pattern
S01851,426JQ,I032,2019-03-08T15:00:00-05:00,2019-03-08T17:00:00-05:00,VFR,Pattern
S01760,157ZA,I077,2019-03-08T09:00:00-05:00,2019-03-08T12:00:00-05:00,VFR,Practice Area
S01397,254SE,I077,2019-03-08T12:00:00-05:00,2019-03-08T14:00:00-05:00,VFR,Pattern
S01819,684TM,I097,2019-03-08T12:00:00-05:00,2019-03-08T14:00:00-05:00,VFR,Pattern
S02097,157ZA,I060,2019-03-08T13:00:00-05:00,2019-03-08T15:00:00-05:00,VFR,Pattern
S01848,548QR,I077,2019-03-08T14:00:00-05:00,2019-03-08T17:00:00-05:00,VFR,Practice Area
S01877,684TM,I097,2019-03-08T14:00:00-05:00,2019-03-08T16:00:00-05:00,VFR,Practice Area
S01914,157ZA,I060,2019-03-08T15:00:00-05:00,2019-03-08T17:00:00-05:00,VFR,Pattern
S01602,217PQ,I003,2019-03-08T08:00:00-05:00,2019-03-08T10:00:00-05:00,VFR,Pattern
S01606,254SE,I010,2019-03-08T08:00:00-05:00,2019-03-08T11:00:00-05:00,VFR,Practice Area
S01969,548QR,I003,2019-03-08T10:00:00-05:00,2019-03-08T12:00:00-05:00,VFR,Pattern
S02022,217PQ,I010,2019-03-08T11:00:00-05:00,2019-03-08T13:00:00-05:00,VFR,Pattern
S01984,548QR,I003,2019-03-08T12:00:00-05:00,2019-03-08T14:00:00-05:00,VFR,Pattern
S01344,217PQ,I010,2019-03-08T13:00:00-05:00,2019-03-08T15:00:00-05:00,IFR,Pattern
S01064,684TM,,2019-03-08T08:00:00-05:00,2019-03-08T10:00:00-05:00,IFR,Pattern
S02148,254SE,I003,2019-03-08T14:00:00-05:00,2019-03-08T16:00:00-05:00,VFR,Pattern
S01839,217PQ,I010,2019-03-08T15:00:00-05:00,2019-03-08T17:00:00-05:00,VFR,Pattern
S01297,811AX,I053,2019-03-09T13:00:00-05:00,2019-03-09T15:00:00-05:00,VFR,Pattern
S01993,426JQ,I072,2019-03-09T13:00:00-05:00,2019-03-09T15:00:00-05:00,VFR,Pattern
S01255,133CZ,I061,2019-03-09T13:00:00-05:00,2019-03-09T15:00:00-05:00,VFR,Pattern
S01320,811AX,I060,2019-03-09T16:00:00-05:00,2019-03-09T18:00:00-05:00,VFR,Pattern
S01275,426JQ,I010,2019-03-09T16:00:00-05:00,2019-03-09T18:00:00-05:00,VFR,Pattern
S01155,133CZ,I003,2019-03-09T16:00:00-05:00,2019-03-09T18:00:00-05:00,VFR,Pattern
S01121,426JQ,I053,2019-03-09T11:00:00-05:00,2019-03-09T13:00:00-05:00,VFR,Practice Area
S02037,811AX,I072,2019-03-09T11:00:00-05:00,2019-03-09T13:00:00-05:00,VFR,Pattern
S01717,548QR,I077,2019-03-09T13:00:00-05:00,2019-03-09T15:00:00-05:00,VFR,Practice Area
S00729,254SE,I060,2019-03-09T13:00:00-05:00,2019-03-09T15:00:00-05:00,VFR,Pattern
S00943,548QR,I061,2019-03-09T15:00:00-05:00,2019-03-09T17:00:00-05:00,VFR,Pattern
S00963,254SE,I053,2019-03-09T15:00:00-05:00,2019-03-09T17:00:00-05:00,VFR,Pattern
S00718,217PQ,I097,2019-03-09T13:00:00-05:00,2019-03-09T15:00:00-05:00,VFR,Pattern
S01704,133CZ,I061,2019-03-09T11:00:00-05:00,2019-03-09T13:00:00-05:00,VFR,Pattern
S01079,426JQ,I072,2019-03-09T09:00:00-05:00,2019-03-09T11:00:00-05:00,VFR,Pattern
S01481,157ZA,I003,2019-03-09T13:00:00-05:00,2019-03-09T15:00:00-05:00,VFR,Pattern
S00814,254SE,I077,2019-03-09T11:00:00-05:00,2019-03-09T13:00:00-05:00,VFR,Practice Area
S01648,684TM,I096,2019-03-09T13:00:00-05:00,2019-03-09T15:00:00-05:00,VFR,Pattern
S01196,738GG,I010,2019-03-09T13:00:00-05:00,2019-03-09T15:00:00-05:00,VFR,Practice Area
S01887,684TM,I072,2019-03-09T15:00:00-05:00,2019-03-09T17:00:00-05:00,VFR,Pattern
S01725,157ZA,I097,2019-03-09T15:00:00-05:00,2019-03-09T17:00:00-05:00,VFR,Pattern
S01862,217PQ,I077,2019-03-09T15:00:00-05:00,2019-03-09T17:00:00-05:00,VFR,Pattern
S01640,217PQ,I097,2019-03-09T10:00:00-05:00,2019-03-09T12:00:00-05:00,VFR,Pattern
S02115,548QR,I003,2019-03-09T11:00:00-05:00,2019-03-09T13:00:00-05:00,VFR,Pattern
S01753,738GG,I096,2019-03-09T10:00:00-05:00,2019-03-09T12:00:00-05:00,VFR,Pattern
S02022,684TM,I010,2019-03-09T11:00:00-05:00,2019-03-09T13:00:00-05:00,VFR,Pattern
S01201,738GG,I072,2019-03-10T12:00:00-04:00,2019-03-10T14:00:00-04:00,VFR,Pattern
S01883,426JQ,I072,2019-03-10T09:00:00-04:00,2019-03-10T11:00:00-04:00,VFR,Pattern
S02161,217PQ,I053,2019-03-10T10:00:00-04:00,2019-03-10T12:00:00-04:00,VFR,Pattern
S01832,684TM,I053,2019-03-10T12:00:00-04:00,2019-03-10T14:00:00-04:00,VFR,Pattern
S02004,811AX,I061,2019-03-10T10:00:00-04:00,2019-03-10T12:00:00-04:00,VFR,Pattern
S02160,133CZ,I077,2019-03-10T09:00:00-04:00,2019-03-10T11:00:00-04:00,VFR,Pattern
S01585,548QR,I072,2019-03-11T09:00:00-04:00,2019-03-11T11:00:00-04:00,VFR,Pattern
S01931,133CZ,I076,2019-03-11T09:00:00-04:00,2019-03-11T11:00:00-04:00,VFR,Pattern
S01939,811AX,I061,2019-03-11T09:00:00-04:00,2019-03-11T11:00:00-04:00,VFR,Pattern
S01957,426JQ,I053,2019-03-11T09:00:00-04:00,2019-03-11T11:00:00-04:00,VFR,Practice Area
S02007,133CZ,I061,2019-03-11T11:00:00-04:00,2019-03-11T13:00:00-04:00,VFR,Practice Area
S01772,811AX,I053,2019-03-11T11:00:00-04:00,2019-03-11T15:00:00-04:00,VFR,Cross Country
S01776,426JQ,I072,2019-03-11T11:00:00-04:00,2019-03-11T13:00:00-04:00,VFR,Pattern
S01820,133CZ,I061,2019-03-11T13:00:00-04:00,2019-03-11T15:00:00-04:00,VFR,Pattern
S02081,426JQ,I076,2019-03-11T13:00:00-04:00,2019-03-11T15:00:00-04:00,VFR,Pattern
S01937,133CZ,I032,2019-03-11T15:00:00-04:00,2019-03-11T18:00:00-04:00,VFR,Practice Area
S01781,426JQ,I072,2019-03-11T15:00:00-04:00,2019-03-11T17:00:00-04:00,VFR,Practice Area
S02091,436MK,I097,2019-03-11T09:00:00-04:00,2019-03-11T12:00:00-04:00,VFR,Cross Country
S01891,811AX,I053,2019-03-11T15:00:00-04:00,2019-03-11T17:00:00-04:00,VFR,Pattern
S01571,548QR,I076,2019-03-11T11:00:00-04:00,2019-03-11T13:00:00-04:00,VFR,Pattern
S01502,254SE,I097,2019-03-11T12:00:00-04:00,2019-03-11T15:00:00-04:00,VFR,Practice Area
S01716,684TM,I032,2019-03-11T13:00:00-04:00,2019-03-11T15:00:00-04:00,IFR,Pattern
S01784,446BU,I072,2019-03-11T13:00:00-04:00,2019-03-11T15:00:00-04:00,VFR,Pattern
S01602,548QR,I076,2019-03-11T15:00:00-04:00,2019-03-11T17:00:00-04:00,VFR,Pattern
S01969,254SE,I061,2019-03-11T15:00:00-04:00,2019-03-11T17:00:00-04:00,VFR,Pattern
S02022,217PQ,I097,2019-03-11T15:00:00-04:00,2019-03-11T17:00:00-04:00,VFR,Pattern
S01575,738GG,I010,2019-03-11T08:00:00-04:00,2019-03-11T11:00:00-04:00,VFR,Practice Area
S02148,684TM,I096,2019-03-11T09:00:00-04:00,2019-03-11T11:00:00-04:00,VFR,Pattern
S01654,217PQ,I096,2019-03-11T11:00:00-04:00,2019-03-11T13:00:00-04:00,VFR,Pattern
S01819,684TM,I010,2019-03-11T11:00:00-04:00,2019-03-11T13:00:00-04:00,VFR,Practice Area
S01984,548QR,I010,2019-03-11T13:00:00-04:00,2019-03-11T15:00:00-04:00,VFR,Practice Area
S01391,217PQ,I096,2019-03-11T13:00:00-04:00,2019-03-11T15:00:00-04:00,VFR,Pattern
S01914,684TM,I096,2019-03-11T15:00:00-04:00,2019-03-11T17:00:00-04:00,VFR,Pattern
S01653,446BU,I010,2019-03-11T15:00:00-04:00,2019-03-11T18:00:00-04:00,VFR,Practice Area
S01064,217PQ,,2019-03-11T08:00:00-04:00,2019-03-11T11:00:00-04:00,IFR,Practice Area
S00564,254SE,,2019-03-11T08:00:00-04:00,2019-03-11T10:00:00-04:00,IFR,Pattern
S01636,217PQ,I076,2019-03-12T10:00:00-04:00,2019-03-12T12:00:00-04:00,VFR,Practice Area
S01717,254SE,I053,2019-03-12T10:00:00-04:00,2019-03-12T12:00:00-04:00,VFR,Practice Area
S01585,684TM,I061,2019-03-12T09:00:00-04:00,2019-03-12T11:00:00-04:00,VFR,Pattern
S01931,811AX,I061,2019-03-12T11:00:00-04:00,2019-03-12T13:00:00-04:00,VFR,Pattern
S01939,426JQ,I053,2019-03-12T12:00:00-04:00,2019-03-12T14:00:00-04:00,VFR,Practice Area
S01957,811AX,I061,2019-03-12T13:00:00-04:00,2019-03-12T16:00:00-04:00,VFR,Practice Area
S02007,426JQ,I053,2019-03-12T14:00:00-04:00,2019-03-12T16:00:00-04:00,VFR,Pattern
S01772,811AX,I097,2019-03-12T09:00:00-04:00,2019-03-12T11:00:00-04:00,VFR,Pattern
S01776,426JQ,I060,2019-03-12T16:00:00-04:00,2019-03-12T18:00:00-04:00,VFR,Practice Area
S01820,811AX,I032,2019-03-12T16:00:00-04:00,2019-03-12T18:00:00-04:00,VFR,Practice Area
S02081,426JQ,I096,2019-03-12T09:00:00-04:00,2019-03-12T11:00:00-04:00,VFR,Pattern
S02091,446BU,I076,2019-03-12T12:00:00-04:00,2019-03-12T14:00:00-04:00,VFR,Pattern
S01621,684TM,I076,2019-03-12T14:00:00-04:00,2019-03-12T17:00:00-04:00,VFR,Practice Area
S01633,446BU,I097,2019-03-12T14:00:00-04:00,2019-03-12T17:00:00-04:00,VFR,Practice Area
S01571,684TM,I097,2019-03-12T11:00:00-04:00,2019-03-12T14:00:00-04:00,VFR,Practice Area
S01397,254SE,I032,2019-03-12T13:00:00-04:00,2019-03-12T15:00:00-04:00,IFR,Pattern
S01502,548QR,I060,2019-03-12T13:00:00-04:00,2019-03-12T15:00:00-04:00,VFR,Practice Area
S01385,548QR,I010,2019-03-12T09:00:00-04:00,2019-03-12T11:00:00-04:00,VFR,Pattern
S01716,548QR,I096,2019-03-12T11:00:00-04:00,2019-03-12T13:00:00-04:00,VFR,Pattern
S01563,217PQ,I010,2019-03-12T12:00:00-04:00,2019-03-12T14:00:00-04:00,VFR,Pattern
S01969,217PQ,I010,2019-03-12T14:00:00-04:00,2019-03-12T16:00:00-04:00,VFR,Pattern
S02022,254SE,I096,2019-03-12T15:00:00-04:00,2019-03-12T17:00:00-04:00,VFR,Practice Area
S02148,217PQ,I010,2019-03-12T16:00:00-04:00,2019-03-12T18:00:00-04:00,VFR,Pattern
S01806,738GG,I096,2019-03-12T13:00:00-04:00,2019-03-12T15:00:00-04:00,VFR,Pattern
S01064,684TM,I032,2019-03-12T18:00:00-04:00,2019-03-12T20:00:00-04:00,IFR,Practice Area
S00847,548QR,I060,2019-03-12T18:00:00-04:00,2019-03-12T20:00:00-04:00,IFR,Pattern
S01625,684TM,I061,2019-03-13T09:00:00-04:00,2019-03-13T11:00:00-04:00,VFR,Pattern
S01931,811AX,I076,2019-03-13T09:00:00-04:00,2019-03-13T11:00:00-04:00,VFR,Pattern
S02007,426JQ,I053,2019-03-13T09:00:00-04:00,2019-03-13T11:00:00-04:00,VFR,Pattern
S01772,426JQ,I053,2019-03-13T11:00:00-04:00,2019-03-13T13:00:00-04:00,VFR,Pattern
S01776,811AX,I076,2019-03-13T11:00:00-04:00,2019-03-13T13:00:00-04:00,VFR,Pattern
S02081,426JQ,I053,2019-03-13T13:00:00-04:00,2019-03-13T15:00:00-04:00,VFR,Pattern
S01937,811AX,I076,2019-03-13T13:00:00-04:00,2019-03-13T15:00:00-04:00,VFR,Pattern
S01459,254SE,I077,2019-03-13T09:00:00-04:00,2019-03-13T11:00:00-04:00,IFR,Pattern
S01781,811AX,I076,2019-03-13T15:00:00-04:00,2019-03-13T17:00:00-04:00,VFR,Pattern
S01891,426JQ,I053,2019-03-13T15:00:00-04:00,2019-03-13T17:00:00-04:00,VFR,Pattern
S02029,385AT,I061,2019-03-13T11:00:00-04:00,2019-03-13T13:00:00-04:00,VFR,Pattern
S02122,446BU,I061,2019-03-13T13:00:00-04:00,2019-03-13T15:00:00-04:00,VFR,Pattern
S01466,157ZA,I057,2019-03-13T15:00:00-04:00,2019-03-13T17:00:00-04:00,VFR,Pattern
S01848,684TM,I061,2019-03-13T15:00:00-04:00,2019-03-13T17:00:00-04:00,VFR,Practice Area
S01563,254SE,I077,2019-03-13T11:00:00-04:00,2019-03-13T13:00:00-04:00,VFR,Pattern
S01602,548QR,,2019-03-13T08:00:00-04:00,2019-03-13T11:00:00-04:00,VFR,Practice Area
S01606,548QR,I077,2019-03-13T13:00:00-04:00,2019-03-13T16:00:00-04:00,VFR,Practice Area
S01969,254SE,I032,2019-03-13T14:00:00-04:00,2019-03-13T16:00:00-04:00,VFR,Pattern
S02022,217PQ,I060,2019-03-13T14:00:00-04:00,2019-03-13T16:00:00-04:00,VFR,Pattern
S01654,157ZA,I003,2019-03-13T08:00:00-04:00,2019-03-13T11:00:00-04:00,VFR,Practice Area
S01819,217PQ,I032,2019-03-13T16:00:00-04:00,2019-03-13T18:00:00-04:00,VFR,Pattern
S01984,548QR,I060,2019-03-13T16:00:00-04:00,2019-03-13T18:00:00-04:00,VFR,Pattern
S01806,738GG,I096,2019-03-13T09:00:00-04:00,2019-03-13T11:00:00-04:00,VFR,Pattern
S01391,157ZA,I096,2019-03-13T11:00:00-04:00,2019-03-13T13:00:00-04:00,VFR,Pattern
S01914,548QR,I003,2019-03-13T11:00:00-04:00,2019-03-13T13:00:00-04:00,VFR,Pattern
S01653,157ZA,I003,2019-03-13T13:00:00-04:00,2019-03-13T15:00:00-04:00,VFR,Pattern
S01976,254SE,I003,2019-03-13T16:00:00-04:00,2019-03-13T18:00:00-04:00,VFR,Pattern
S00564,217PQ,,2019-03-13T08:00:00-04:00,2019-03-13T10:00:00-04:00,IFR,Pattern
S00847,254SE,I032,2019-03-13T18:00:00-04:00,2019-03-13T20:00:00-04:00,IFR,Pattern
S01636,157ZA,I076,2019-03-14T09:00:00-04:00,2019-03-14T11:00:00-04:00,VFR,Practice Area
S01717,548QR,I072,2019-03-14T09:00:00-04:00,2019-03-14T12:00:00-04:00,VFR,Practice Area
S01585,157ZA,I076,2019-03-14T11:00:00-04:00,2019-03-14T13:00:00-04:00,VFR,Pattern
S01459,217PQ,I072,2019-03-14T12:00:00-04:00,2019-03-14T14:00:00-04:00,VFR,Pattern
S01781,426JQ,I076,2019-03-14T13:00:00-04:00,2019-03-14T15:00:00-04:00,VFR,Pattern
S02109,811AX,I072,2019-03-14T14:00:00-04:00,2019-03-14T16:00:00-04:00,VFR,Pattern
S01842,426JQ,I076,2019-03-14T15:00:00-04:00,2019-03-14T17:00:00-04:00,VFR,Pattern
S02080,133CZ,I057,2019-03-14T15:00:00-04:00,2019-03-14T17:00:00-04:00,VFR,Pattern
S01674,811AX,I077,2019-03-14T09:00:00-04:00,2019-03-14T11:00:00-04:00,VFR,Pattern
S01917,133CZ,I077,2019-03-14T11:00:00-04:00,2019-03-14T13:00:00-04:00,VFR,Pattern
S01824,133CZ,I077,2019-03-14T13:00:00-04:00,2019-03-14T15:00:00-04:00,VFR,Pattern
S01883,811AX,I060,2019-03-14T16:00:00-04:00,2019-03-14T18:00:00-04:00,VFR,Pattern
S01633,426JQ,I003,2019-03-14T08:00:00-04:00,2019-03-14T10:00:00-04:00,VFR,Pattern
S02029,426JQ,I003,2019-03-14T10:00:00-04:00,2019-03-14T12:00:00-04:00,VFR,Pattern
S01977,811AX,I003,2019-03-14T12:00:00-04:00,2019-03-14T14:00:00-04:00,VFR,Practice Area
S01716,254SE,I032,2019-03-14T14:00:00-04:00,2019-03-14T16:00:00-04:00,VFR,Pattern
S01602,217PQ,,2019-03-14T08:00:00-04:00,2019-03-14T10:00:00-04:00,VFR,Pattern
S01976,157ZA,I060,2019-03-14T14:00:00-04:00,2019-03-14T16:00:00-04:00,VFR,Pattern
S01902,217PQ,I077,2019-03-14T15:00:00-04:00,2019-03-14T17:00:00-04:00,VFR,Pattern
S01839,548QR,I032,2019-03-14T16:00:00-04:00,2019-03-14T18:00:00-04:00,VFR,Pattern
S01344,548QR,I003,2019-03-14T14:00:00-04:00,2019-03-14T16:00:00-04:00,IFR,Pattern
S01877,157ZA,I003,2019-03-14T16:00:00-04:00,2019-03-14T18:00:00-04:00,VFR,Pattern
S01636,217PQ,I072,2019-03-15T09:00:00-04:00,2019-03-15T11:00:00-04:00,VFR,Practice Area
S01717,254SE,I076,2019-03-15T09:00:00-04:00,2019-03-15T11:00:00-04:00,VFR,Practice Area
S02109,426JQ,I076,2019-03-15T12:00:00-04:00,2019-03-15T14:00:00-04:00,VFR,Pattern
S01842,811AX,I072,2019-03-15T12:00:00-04:00,2019-03-15T14:00:00-04:00,VFR,Pattern
S02080,133CZ,I076,2019-03-15T14:00:00-04:00,2019-03-15T17:00:00-04:00,VFR,Cross Country
S01674,426JQ,I072,2019-03-15T14:00:00-04:00,2019-03-15T16:00:00-04:00,VFR,Pattern
S01917,811AX,I080,2019-03-15T15:00:00-04:00,2019-03-15T17:00:00-04:00,VFR,Pattern
S01824,426JQ,I010,2019-03-15T08:00:00-04:00,2019-03-15T11:00:00-04:00,VFR,Practice Area
S01883,426JQ,I057,2019-03-15T16:00:00-04:00,2019-03-15T18:00:00-04:00,VFR,Pattern
S01621,254SE,I077,2019-03-15T12:00:00-04:00,2019-03-15T15:00:00-04:00,VFR,Practice Area
S01977,133CZ,I097,2019-03-15T09:00:00-04:00,2019-03-15T11:00:00-04:00,VFR,Pattern
S01963,811AX,I077,2019-03-15T09:00:00-04:00,2019-03-15T11:00:00-04:00,VFR,Pattern
S01967,133CZ,I097,2019-03-15T12:00:00-04:00,2019-03-15T14:00:00-04:00,VFR,Practice Area
S01683,548QR,I060,2019-03-15T14:00:00-04:00,2019-03-15T16:00:00-04:00,VFR,Pattern
S01466,157ZA,I032,2019-03-15T14:00:00-04:00,2019-03-15T17:00:00-04:00,VFR,Practice Area
S01606,217PQ,I097,2019-03-15T14:00:00-04:00,2019-03-15T16:00:00-04:00,VFR,Pattern
S01774,738GG,I077,2019-03-15T15:00:00-04:00,2019-03-15T17:00:00-04:00,VFR,Practice Area
S01839,385AT,I060,2019-03-15T16:00:00-04:00,2019-03-15T18:00:00-04:00,VFR,Pattern
S01344,548QR,I003,2019-03-15T08:00:00-04:00,2019-03-15T10:00:00-04:00,IFR,Pattern
S01877,217PQ,I010,2019-03-15T12:00:00-04:00,2019-03-15T14:00:00-04:00,VFR,Pattern
S01924,548QR,I003,2019-03-15T12:00:00-04:00,2019-03-15T14:00:00-04:00,VFR,Pattern
S02014,254SE,I003,2019-03-15T15:00:00-04:00,2019-03-15T17:00:00-04:00,VFR,Practice Area
S01542,217PQ,I010,2019-03-15T16:00:00-04:00,2019-03-15T18:00:00-04:00,VFR,Practice Area
S01402,426JQ,I061,2019-03-16T09:00:00-04:00,2019-03-16T13:00:00-04:00,VFR,Cross Country
S01828,811AX,I072,2019-03-16T09:00:00-04:00,2019-03-16T11:00:00-04:00,VFR,Pattern
S01577,133CZ,I053,2019-03-16T09:00:00-04:00,2019-03-16T11:00:00-04:00,VFR,Pattern
S01183,811AX,I072,2019-03-16T11:00:00-04:00,2019-03-16T14:00:00-04:00,VFR,Practice Area
S00904,133CZ,I053,2019-03-16T11:00:00-04:00,2019-03-16T13:00:00-04:00,VFR,Pattern
S01898,133CZ,I057,2019-03-16T13:00:00-04:00,2019-03-16T15:00:00-04:00,VFR,Pattern
S02020,426JQ,I061,2019-03-16T13:00:00-04:00,2019-03-16T15:00:00-04:00,VFR,Pattern
S01921,426JQ,I057,2019-03-16T15:00:00-04:00,2019-03-16T18:00:00-04:00,VFR,Practice Area
S01453,133CZ,I072,2019-03-16T15:00:00-04:00,2019-03-16T17:00:00-04:00,VFR,Pattern
S01625,217PQ,I080,2019-03-16T11:00:00-04:00,2019-03-16T14:00:00-04:00,VFR,Practice Area
S01316,157ZA,I057,2019-03-16T11:00:00-04:00,2019-03-16T13:00:00-04:00,VFR,Pattern
S01312,157ZA,I053,2019-03-16T13:00:00-04:00,2019-03-16T15:00:00-04:00,VFR,Pattern
S01446,217PQ,I080,2019-03-16T14:00:00-04:00,2019-03-16T16:00:00-04:00,VFR,Pattern
S02064,254SE,I097,2019-03-16T09:00:00-04:00,2019-03-16T12:00:00-04:00,VFR,Practice Area
S02016,254SE,I061,2019-03-16T15:00:00-04:00,2019-03-16T17:00:00-04:00,VFR,Practice Area
S01701,254SE,I097,2019-03-16T12:00:00-04:00,2019-03-16T15:00:00-04:00,VFR,Practice Area
S01452,157ZA,I053,2019-03-16T15:00:00-04:00,2019-03-16T17:00:00-04:00,VFR,Pattern
S01751,217PQ,I080,2019-03-16T16:00:00-04:00,2019-03-16T18:00:00-04:00,VFR,Pattern
S02086,738GG,I077,2019-03-16T09:00:00-04:00,2019-03-16T11:00:00-04:00,VFR,Pattern
S00762,217PQ,I003,2019-03-16T08:00:00-04:00,2019-03-16T10:00:00-04:00,VFR,Pattern
S01732,157ZA,I010,2019-03-16T08:00:00-04:00,2019-03-16T10:00:00-04:00,VFR,Pattern
S01809,738GG,I077,2019-03-16T11:00:00-04:00,2019-03-16T13:00:00-04:00,VFR,Pattern
S01491,738GG,I077,2019-03-16T13:00:00-04:00,2019-03-16T15:00:00-04:00,VFR,Pattern
S01873,738GG,I060,2019-03-16T15:00:00-04:00,2019-03-16T17:00:00-04:00,VFR,Pattern
S01934,436MK,I097,2019-03-16T15:00:00-04:00,2019-03-16T17:00:00-04:00,VFR,Pattern
S01201,436MK,I096,2019-03-16T09:00:00-04:00,2019-03-16T11:00:00-04:00,VFR,Practice Area
S01697,133CZ,I053,2019-03-17T09:00:00-04:00,2019-03-17T13:00:00-04:00,VFR,Cross Country
S01506,426JQ,I072,2019-03-17T09:00:00-04:00,2019-03-17T11:00:00-04:00,VFR,Pattern
S01689,426JQ,I080,2019-03-17T11:00:00-04:00,2019-03-17T13:00:00-04:00,VFR,Pattern
S01510,426JQ,I080,2019-03-17T13:00:00-04:00,2019-03-17T15:00:00-04:00,VFR,Pattern
S01840,133CZ,I061,2019-03-17T13:00:00-04:00,2019-03-17T15:00:00-04:00,VFR,Pattern
S01667,426JQ,I053,2019-03-17T15:00:00-04:00,2019-03-17T17:00:00-04:00,VFR,Pattern
S01435,133CZ,I057,2019-03-17T15:00:00-04:00,2019-03-17T17:00:00-04:00,VFR,Pattern
S02077,446BU,I061,2019-03-17T09:00:00-04:00,2019-03-17T11:00:00-04:00,VFR,Pattern
S00887,157ZA,I057,2019-03-17T11:00:00-04:00,2019-03-17T14:00:00-04:00,VFR,Practice Area
S01063,254SE,I072,2019-03-17T11:00:00-04:00,2019-03-17T13:00:00-04:00,VFR,Pattern
S01488,217PQ,I061,2019-03-17T11:00:00-04:00,2019-03-17T13:00:00-04:00,VFR,Pattern
S02026,254SE,I072,2019-03-17T13:00:00-04:00,2019-03-17T15:00:00-04:00,VFR,Pattern
S01352,684TM,I053,2019-03-17T13:00:00-04:00,2019-03-17T15:00:00-04:00,VFR,Pattern
S01609,684TM,I061,2019-03-17T15:00:00-04:00,2019-03-17T17:00:00-04:00,VFR,Pattern
S01831,436MK,I072,2019-03-17T15:00:00-04:00,2019-03-17T17:00:00-04:00,VFR,Pattern
S01674,157ZA,I080,2019-03-17T15:00:00-04:00,2019-03-17T18:00:00-04:00,VFR,Practice Area
S01880,254SE,I077,2019-03-17T09:00:00-04:00,2019-03-17T11:00:00-04:00,VFR,Pattern
S01494,217PQ,I097,2019-03-17T09:00:00-04:00,2019-03-17T11:00:00-04:00,VFR,Practice Area
S01959,217PQ,I077,2019-03-17T13:00:00-04:00,2019-03-17T16:00:00-04:00,VFR,Practice Area
S00905,738GG,I097,2019-03-17T11:00:00-04:00,2019-03-17T14:00:00-04:00,VFR,Practice Area
S02103,684TM,I077,2019-03-17T11:00:00-04:00,2019-03-17T13:00:00-04:00,VFR,Pattern
S01591,254SE,I097,2019-03-17T15:00:00-04:00,2019-03-17T17:00:00-04:00,VFR,Practice Area
S01864,157ZA,I003,2019-03-17T08:00:00-04:00,2019-03-17T10:00:00-04:00,VFR,Pattern
S01965,684TM,I010,2019-03-17T08:00:00-04:00,2019-03-17T10:00:00-04:00,VFR,Pattern
S02132,217PQ,I003,2019-03-17T16:00:00-04:00,2019-03-17T18:00:00-04:00,VFR,Pattern
S01360,446BU,I003,2019-03-17T11:00:00-04:00,2019-03-17T14:00:00-04:00,VFR,Practice Area
S01800,738GG,I096,2019-03-17T09:00:00-04:00,2019-03-17T11:00:00-04:00,VFR,Pattern
S01954,738GG,I096,2019-03-17T14:00:00-04:00,2019-03-17T16:00:00-04:00,VFR,Pattern
S01848,446BU,I010,2019-03-17T14:00:00-04:00,2019-03-17T17:00:00-04:00,VFR,Practice Area
S01842,133CZ,I072,2019-03-18T09:00:00-04:00,2019-03-18T11:00:00-04:00,VFR,Pattern
S01824,426JQ,I076,2019-03-18T09:00:00-04:00,2019-03-18T11:00:00-04:00,VFR,Pattern
S01883,133CZ,I076,2019-03-18T11:00:00-04:00,2019-03-18T13:00:00-04:00,VFR,Practice Area
S02039,426JQ,I072,2019-03-18T11:00:00-04:00,2019-03-18T13:00:00-04:00,VFR,Pattern
S01963,133CZ,I072,2019-03-18T15:00:00-04:00,2019-03-18T17:00:00-04:00,VFR,Pattern
S02120,426JQ,I080,2019-03-18T15:00:00-04:00,2019-03-18T17:00:00-04:00,VFR,Pattern
S01706,426JQ,I072,2019-03-18T13:00:00-04:00,2019-03-18T15:00:00-04:00,VFR,Pattern
S01750,133CZ,I053,2019-03-18T13:00:00-04:00,2019-03-18T15:00:00-04:00,VFR,Pattern
S01902,217PQ,I053,2019-03-18T09:00:00-04:00,2019-03-18T12:00:00-04:00,VFR,Practice Area
S01602,157ZA,,2019-03-18T11:00:00-04:00,2019-03-18T14:00:00-04:00,VFR,Practice Area
S01924,157ZA,I061,2019-03-18T09:00:00-04:00,2019-03-18T11:00:00-04:00,VFR,Pattern
S02014,254SE,I061,2019-03-18T11:00:00-04:00,2019-03-18T14:00:00-04:00,VFR,Cross Country
S02022,548QR,I076,2019-03-18T15:00:00-04:00,2019-03-18T17:00:00-04:00,VFR,Pattern
S01976,157ZA,I053,2019-03-18T15:00:00-04:00,2019-03-18T17:00:00-04:00,VFR,Pattern
S01839,254SE,I061,2019-03-18T15:00:00-04:00,2019-03-18T17:00:00-04:00,VFR,Pattern
S01914,548QR,I097,2019-03-18T09:00:00-04:00,2019-03-18T11:00:00-04:00,VFR,Pattern
S01877,548QR,I097,2019-03-18T11:00:00-04:00,2019-03-18T13:00:00-04:00,VFR,Pattern
S01819,217PQ,I097,2019-03-18T15:00:00-04:00,2019-03-18T17:00:00-04:00,VFR,Practice Area
S01653,217PQ,I076,2019-03-18T13:00:00-04:00,2019-03-18T15:00:00-04:00,VFR,Pattern
S02002,254SE,I096,2019-03-18T09:00:00-04:00,2019-03-18T11:00:00-04:00,VFR,Pattern
